year,fips,state_fips,county_fips,poverty_universe,below_poverty_level,snap_universe,snap_received,snap_not_received,families_poverty_universe,families_below_poverty,poverty_by_age_universe,poverty_by_age_below,ratio_income_poverty_universe,ratio_under_0_50,ratio_0_50_to_0_99,ratio_1_00_to_1_24,ratio_1_25_to_1_49,ratio_1_50_to_1_84,ratio_1_85_to_1_99
2015,36075,36,075,114888,20424,45115,7927,37188,30957,3771,114888,20424,114888,10303,10121,4281,5170,7191,3323
2015,36079,36,079,97435,5186,34181,1413,32768,,,97435,5186,97435,2675,2511,1740,4109,2214,1373
2015,36081,36,081,2313008,318154,774752,105190,669562,529270,59408,2313008,318154,2313008,124111,194043,118265,120663,164654,64836
2015,36083,36,083,154499,18266,62585,6512,56073,37650,3197,154499,18266,154499,10455,7811,4085,5110,7085,2324
2015,36085,36,085,468372,67312,167462,21308,146154,127322,15223,468372,67312,468372,38963,28349,11287,12660,15126,10465
2015,36087,36,087,321578,45223,99875,12213,87662,75564,7846,321578,45223,321578,23727,21496,11674,12104,17549,5424
2015,36089,36,089,98722,17937,42771,7263,35508,26648,3333,98722,17937,98722,8070,9867,6732,4657,6975,1782
2015,36091,36,091,222432,12297,90999,6272,84727,62726,2558,222432,12297,222432,5120,7177,5306,5510,7179,3096
2015,36093,36,093,150378,16118,52514,6589,45925,31999,2286,150378,16118,150378,6183,9935,6977,2907,7499,2517
2015,36101,36,101,96279,14800,39517,5189,34328,25230,2731,96279,14800,96279,7485,7315,5515,5517,5376,3974
2015,36103,36,103,1469635,111333,481796,31811,449985,347184,16128,1469635,111333,1469635,47881,63452,30261,44434,56330,26988
2015,36105,36,105,72102,12917,28394,3695,24699,,,72102,12917,72102,7173,5744,3309,2846,2942,2297
2015,36109,36,109,91573,20396,38112,2598,35514,,,91573,20396,91573,13694,6702,2448,2221,3827,1923
2015,36111,36,111,172365,24005,69594,7315,62279,42046,3539,172365,24005,172365,12812,11193,7391,3484,10952,2506
2015,36113,36,113,62728,6441,24222,3162,21060,,,62728,6441,62728,2188,4253,2396,1608,3990,2067
2015,36117,36,117,90080,11502,35841,4576,31265,23373,2628,90080,11502,90080,4904,6598,3707,2796,5557,2395
2015,36119,36,119,953727,95285,338319,32085,306234,233353,15649,953727,95285,953727,47289,47996,37135,29543,40448,17424
2015,37001,37,001,154248,31056,63093,10736,52357,39431,6245,154248,31056,154248,11000,20056,10857,7853,18496,5151
2015,37019,37,019,121644,17351,49859,6287,43572,,,121644,17351,121644,7310,10041,4701,4902,9738,4823
2015,37021,37,021,247297,37036,102887,12283,90604,60264,6283,247297,37036,247297,12629,24407,13759,15218,19219,6544
2015,37023,37,023,85509,14168,34380,5225,29155,23460,2876,85509,14168,85509,5298,8870,3950,5438,7740,1514
2015,37025,37,025,195195,21190,70623,7599,63024,53023,4452,195195,21190,195195,8592,12598,7120,11345,15104,4094
2015,37027,37,027,79889,12320,31917,5573,26344,,,79889,12320,79889,4087,8233,4241,4132,8447,1999
2015,37031,37,031,67763,9136,29636,3883,25753,,,67763,9136,67763,2630,6506,3303,2599,3135,1238
2015,37035,37,035,152462,23395,60498,10551,49947,38870,4187,152462,23395,152462,9733,13662,11669,7741,15509,4666
2015,37037,37,037,69943,8513,27608,2758,24850,,,69943,8513,69943,3276,5237,3814,3293,6517,2055
2015,37045,37,045,95347,18577,36291,7578,28713,22918,3206,95347,18577,95347,8170,10407,4046,5369,8946,2709
2015,37049,37,049,100113,13413,41721,4684,37037,,,100113,13413,100113,5138,8275,6172,5453,4603,3316
2015,37051,37,051,312263,58949,120188,21761,98427,77657,11875,312263,58949,312263,29389,29560,19394,16845,23637,12177
2015,37057,37,057,161776,21304,65359,10306,55053,44632,3978,161776,21304,161776,8507,12797,10919,11772,14322,3349
2015,37063,37,063,288480,50017,120004,14848,105156,68517,8982,288480,50017,288480,24084,25933,13873,17045,15943,6621
2015,37067,37,067,358890,65695,144165,16831,127334,90968,12335,358890,65695,358890,33845,31850,18383,14402,24508,11238
2015,37071,37,071,210798,36449,79021,13865,65156,54694,7796,210798,36449,210798,19655,16794,12143,13672,19314,6666
2015,37081,37,081,502547,77514,198833,27322,171511,126366,14763,502547,77514,502547,34594,42920,28341,25927,40511,15145
2015,37085,37,085,124956,22262,43725,7058,36667,31479,4292,124956,22262,124956,11702,10560,6685,5744,12285,2802
2015,37089,37,089,111213,14253,47478,5139,42339,30306,2361,111213,14253,111213,5522,8731,3307,6135,8924,3506
2015,37097,37,097,167588,25984,63782,5679,58103,43285,4934,167588,25984,167588,11462,14522,6316,4538,12839,3714
2015,37101,37,101,183677,22009,64045,7497,56548,44356,3320,183677,22009,183677,12569,9440,6839,11656,17033,5259
2015,37109,37,109,79895,11727,29977,5326,24651,,,79895,11727,79895,3950,7777,4210,4819,6500,1911
2015,37119,37,119,1019570,144834,397157,47332,349825,240728,24948,1019570,144834,1019570,61854,82980,52703,43924,70818,24337
2015,37125,37,125,93041,12244,38639,3633,35006,,,93041,12244,93041,6766,5478,5336,5096,6085,2644
2015,37127,37,127,91319,16833,36406,6792,29614,23371,2804,91319,16833,91319,5326,11507,5361,3725,6264,2884
2015,37129,37,129,214132,37761,91513,11355,80158,55607,5696,214132,37761,214132,19569,18192,10902,9151,15432,4719
2015,37133,37,133,174290,26902,64771,6365,58406,46172,5492,174290,26902,174290,10970,15932,6684,14493,17015,7064
2015,37135,37,135,130985,19237,52588,3807,48781,,,130985,19237,130985,8718,10519,2695,4981,7183,4123
2015,37147,37,147,169748,45566,68374,11789,56585,40028,6736,169748,45566,169748,22551,23015,9123,6219,8153,5586
2015,37151,37,151,141319,23907,55516,7869,47647,35981,3619,141319,23907,141319,10571,13336,9015,10813,12319,3515
2015,37155,37,155,130946,39637,45373,13951,31422,30674,7436,130946,39637,130946,18328,21309,9528,11130,9071,2992
2015,37157,37,157,90094,16715,36739,7292,29447,24087,3598,90094,16715,90094,8497,8218,6625,5245,8264,2047
2015,37159,37,159,134869,23476,51225,7688,43537,34397,4292,134869,23476,134869,9159,14317,6830,9037,9837,4357
2015,37161,37,161,65543,11131,25745,5259,20486,,,65543,11131,65543,5258,5873,6079,5376,5167,3811
2015,37171,37,171,71308,12991,29234,4055,25179,18628,2219,71308,12991,71308,4756,8235,6285,5343,4250,2806
2015,37179,37,179,219488,21217,74363,5659,68704,58898,3788,219488,21217,219488,7458,13759,9456,8007,9583,2950
2015,37183,37,183,1002347,112302,382638,29908,352730,259646,20252,1002347,112302,1002347,49562,62740,33199,43990,45031,24033
2015,37191,37,191,121294,21879,47490,8035,39455,30522,4195,121294,21879,121294,10675,11204,8405,8688,8784,3198
2015,37193,37,193,67626,12711,27540,4702,22838,,,67626,12711,67626,4209,8502,3682,6327,3311,3325
2015,37195,37,195,80145,15199,32324,6758,25566,20441,2875,80145,15199,80145,4665,10534,5559,4255,6831,1873
2015,38015,38,015,89797,9575,39713,1923,37790,,,89797,9575,89797,4005,5570,1765,1616,3891,1780
2015,38017,38,017,166593,17792,73440,6169,67271,41231,2040,166593,17792,166593,8830,8962,6583,5216,11415,3810
2015,38035,38,035,66182,10457,29451,2743,26708,16696,1748,66182,10457,66182,4781,5676,2851,2534,3534,1546
2015,38101,38,101,68853,4754,27580,1121,26459,,,68853,4754,68853,2706,2048,1164,3359,2587,1671
2015,39003,39,003,101064,14724,40234,5142,35092,26582,3020,101064,14724,101064,7244,7480,6432,4095,6671,1691
2015,39007,39,007,95388,18406,37333,7298,30035,23870,3291,95388,18406,95388,11666,6740,5266,3070,11585,2519
2015,39009,39,009,56045,18019,22757,4554,18203,12360,2472,56045,18019,56045,10689,7330,3102,1926,3311,1829
2015,39013,39,013,65307,8361,27782,3388,24394,,,65307,8361,65307,2919,5442,4246,2457,4818,1497
2015,39017,39,017,364204,54382,135380,16343,119037,92672,8660,364204,54382,364204,25296,29086,14124,12762,17236,8270
2015,39023,39,023,132179,19163,54232,10549,43683,35720,3584,132179,19163,132179,9319,9844,7615,7272,10448,3984
2015,39025,39,025,200318,18472,75266,5955,69311,54093,3605,200318,18472,200318,8421,10051,7730,5796,10528,2630
2015,39029,39,029,100703,13627,42116,6805,35311,27482,2503,100703,13627,100703,7472,6155,6245,5715,7926,5111
2015,39035,39,035,1229345,223145,532752,97900,434852,303290,42246,1229345,223145,1229345,102848,120297,58454,60450,73916,36077
2015,39041,39,041,190038,7758,65946,2713,63233,51745,1516,190038,7758,190038,2606,5152,2199,3993,3968,2397
2015,39043,39,043,74514,9108,30876,4314,26562,20562,2021,74514,9108,74514,4725,4383,2260,4177,4324,1133
2015,39045,39,045,148578,12539,55213,7542,47671,41750,2587,148578,12539,148578,5885,6654,6338,7190,13273,1645
2015,39049,39,049,1223451,209412,495250,71433,423817,286268,35567,1223451,209412,1223451,95538,113874,53356,55960,75766,29868
2015,39055,39,055,93027,6380,34486,1430,33056,,,93027,6380,93027,2514,3866,3967,4623,5114,2076
2015,39057,39,057,155333,21340,66163,7470,58693,42854,4278,155333,21340,155333,10289,11051,5846,5571,6511,4483
2015,39061,39,061,790581,130917,336807,44028,292779,193519,23028,790581,130917,790581,65033,65884,39235,36176,47590,17642
2015,39063,39,063,73608,7938,31389,2675,28714,,,73608,7938,73608,3438,4500,3086,2059,6403,1659
2015,39081,39,081,64917,11249,27400,4652,22748,16755,1925,64917,11249,64917,6436,4813,2731,2992,3151,1761
2015,39085,39,085,225974,17481,96655,8002,88653,62279,2953,225974,17481,225974,7409,10072,6313,6097,12782,4832
2015,39089,39,089,166285,21965,64861,9093,55768,47379,4211,166285,21965,166285,8072,13893,5949,6110,10917,1466
2015,39093,39,093,295693,40008,118813,15643,103170,79090,8100,295693,40008,295693,19310,20698,15361,12994,15450,5064
2015,39095,39,095,423765,82871,176176,35691,140485,104481,15696,423765,82871,423765,39721,43150,22069,20651,25219,9851
2015,39099,39,099,225666,37027,97544,18649,78895,59995,7781,225666,37027,225666,15426,21601,13155,12119,17406,6841
2015,39101,39,101,59535,11351,24364,5720,18644,16050,2227,59535,11351,59535,5405,5946,3256,2873,5938,2213
2015,39103,39,103,174828,12587,66769,4592,62177,47178,2326,174828,12587,174828,5253,7334,3400,3013,9416,4703
2015,39109,39,109,102782,11855,40757,3765,36992,26240,1958,102782,11855,102782,4415,7440,3852,6958,5525,3054
2015,39113,39,113,514753,92064,223510,38461,185049,134764,18238,514753,92064,514753,42187,49877,23583,23618,42741,14580
2015,39119,39,119,83012,13145,34150,6631,27519,22663,2716,83012,13145,83012,6072,7073,4165,4709,5435,2223
2015,39133,39,133,155304,21771,61664,7478,54186,42092,4555,155304,21771,155304,11492,10279,4326,3823,11540,4550
2015,39139,39,139,112774,16020,46989,6881,40108,28748,2629,112774,16020,112774,6825,9195,7408,5422,8297,2662
2015,39141,39,141,71307,12425,28324,6030,22294,,,71307,12425,71307,3638,8787,2688,4189,5831,2567
2015,39145,39,145,73275,16408,30477,8534,21943,19715,3838,73275,16408,73275,6118,10290,5748,4815,4401,2882
2015,39151,39,151,364905,48391,151727,20814,130913,96719,9139,364905,48391,364905,23582,24809,15502,12402,22669,11042
2015,39153,39,153,533712,76360,220792,31302,189490,135672,13663,533712,76360,533712,34542,41818,20634,24250,27675,11169
2015,39155,39,155,199542,36181,86763,12199,74564,54110,6976,199542,36181,199542,13333,22848,8110,9186,15733,7258
2015,39157,39,157,91550,12661,36511,4099,32412,25504,2608,91550,12661,91550,4747,7914,6435,3267,7253,2836
2015,39165,39,165,217040,9606,79915,3297,76618,59841,1934,217040,9606,217040,4417,5189,3806,5519,7731,2949
2015,39169,39,169,112014,12405,42439,4782,37657,28246,2467,112014,12405,112014,5301,7104,2982,5316,9172,4425
2015,39173,39,173,122262,15075,50674,4385,46289,30879,1527,122262,15075,122262,8717,6358,4391,6519,5946,1787
2015,40017,40,017,131192,14950,44058,3659,40399,32717,2663,131192,14950,131192,8356,6594,5390,7773,5931,4167
2015,40027,40,027,262312,30083,101424,9521,91903,66353,4932,262312,30083,262312,16195,13888,9402,8216,17939,7993
2015,40031,40,031,114388,15992,41560,4836,36724,26968,2836,114388,15992,114388,6835,9157,6642,7444,8966,4364
2015,40037,40,037,69671,11030,26910,3944,22966,18856,2278,69671,11030,69671,4037,6993,2887,3733,5628,3661
2015,40101,40,101,65903,14024,25438,5280,20158,16416,2813,65903,14024,65903,6340,7684,3095,3343,5758,1639
2015,40109,40,109,761632,125208,299052,39491,259561,185083,22290,761632,125208,761632,54082,71126,46191,41172,51292,18503
2015,40119,40,119,72676,18343,30876,1825,29051,,,72676,18343,72676,10510,7833,3101,3476,7557,3263
2015,40125,40,125,68683,11552,26111,4347,21764,17718,2064,68683,11552,68683,4467,7085,4155,3404,5025,3991
2015,40131,40,131,89359,8841,33576,2793,30783,25563,1919,89359,8841,89359,2945,5896,3542,3029,4886,2361
2015,40143,40,143,629119,102024,254013,31646,222367,162950,20641,629119,102024,629119,44696,57328,31526,30090,42082,16593
2015,40145,40,145,76150,7649,28586,3192,25394,21729,1593,76150,7649,76150,4008,3641,3800,3161,4783,1842
2015,41003,41,003,82427,16570,35062,4040,31022,,,82427,16570,82427,8687,7883,3638,3419,4048,2898
2015,41005,41,005,397913,36879,152414,17527,134887,104994,6018,397913,36879,397913,16579,20300,7137,9215,19750,10699
2015,41017,41,017,174498,25902,69424,12359,57065,46165,4568,174498,25902,174498,9245,16657,9129,6065,9332,5105
2015,41019,41,019,106360,21137,44046,10876,33170,28762,3522,106360,21137,106360,10752,10385,4948,5636,10008,5659
2015,47149,47,149,293655,32615,104177,10743,93434,71860,4408,293655,32615,293655,15329,17286,11951,12008,16625,12706
2015,47155,47,155,94852,12971,37846,4926,32920,25867,2615,94852,12971,94852,3478,9493,5264,6134,10957,2973
2015,47157,47,157,919280,184357,348067,67678,280389,221631,33729,919280,184357,919280,83643,100714,52990,45017,68282,26055
2015,47163,47,163,154607,24477,65188,10817,54371,43010,4533,154607,24477,154607,9258,15219,9411,9495,10558,6511
2015,47165,47,165,174154,16561,64521,6622,57899,44643,3098,174154,16561,174154,7303,9258,6291,7820,10072,7163
2015,47179,47,179,121867,21417,52924,6089,46835,33765,4118,121867,21417,121867,11394,10023,4892,5381,9270,3823
2015,47187,47,187,211095,9899,72846,2056,70790,59362,1791,211095,9899,211095,4527,5372,2627,5707,4790,1500
2015,47189,47,189,127407,8723,46158,4952,41206,,,127407,8723,127407,4773,3950,6105,4665,10008,3750
2015,48005,48,005,85572,15110,30052,5924,24128,21334,3409,85572,15110,85572,5639,9471,4922,6394,5580,3095
2015,48021,48,021,78053,6507,25963,3089,22874,,,78053,6507,78053,2869,3638,7721,6184,5880,1184
2015,48027,48,027,324090,53346,119178,18747,100431,84291,10861,324090,53346,324090,22963,30383,19521,14309,26622,11911
2015,48029,48,029,1866463,288963,627634,84247,543387,421891,50906,1866463,288963,1866463,131890,157073,101726,107806,147351,57266
2015,48037,48,037,87610,15288,32244,5778,26466,23031,3397,87610,15288,87610,7202,8086,11254,4858,6281,2913
2015,48039,48,039,333346,35005,117149,6944,110205,80902,5754,333346,35005,333346,17596,17409,7700,12322,14939,6489
2015,48041,48,041,199347,49880,77628,5900,71728,42256,4912,199347,49880,199347,31108,18772,9006,11450,12994,7330
2015,48061,48,061,417890,135539,122468,32514,89954,96931,27523,417890,135539,417890,58485,77054,37149,28478,33478,14816
2015,48085,48,085,909894,61284,322585,12835,309750,240376,11781,909894,61284,909894,25753,35531,24609,28594,38072,12390
2015,48091,48,091,127944,9644,45752,2101,43651,34122,1482,127944,9644,127944,4040,5604,5403,5218,4553,3807
2015,48099,48,099,61189,10167,23880,3416,20464,17532,2533,61189,10167,61189,5193,4974,3946,3162,4828,2095
2015,48113,48,113,2520978,454735,905250,128445,776805,590480,87074,2520978,454735,2520978,165738,288997,172356,159601,202731,80514
2015,48121,48,121,767683,61850,274338,15046,259292,194477,10976,767683,61850,767683,26385,35465,21696,24827,38762,16978
2015,48135,48,135,157532,18479,52023,5369,46654,36869,3967,157532,18479,157532,7467,11012,5153,7816,10320,1559
2015,48139,48,139,161040,18272,53294,4022,49272,41160,3614,161040,18272,161040,6068,12204,4801,5935,11724,2180
2015,48141,48,141,821447,165148,260710,57327,203383,193585,31513,821447,165148,821447,65606,99542,47966,49256,78821,38235
2015,48157,48,157,709884,47094,222936,16076,206860,184686,9678,709884,47094,709884,23788,23306,17738,19201,39666,12606
2015,48167,48,167,315502,45222,116557,10486,106071,81913,8515,315502,45222,315502,16877,28345,10248,15065,13739,5731
2015,48181,48,181,122617,19546,47538,5789,41749,31698,3698,122617,19546,122617,9673,9873,5985,7927,7719,4849
2015,48183,48,183,119429,21071,45568,7264,38304,29843,4459,119429,21071,119429,10915,10156,12049,5059,7233,2519
2015,48187,48,187,149200,16043,50864,4480,46384,39633,3227,149200,16043,149200,7304,8739,5732,4930,11304,3808
2015,48201,48,201,4495844,749270,1583582,199224,1384358,1084478,154013,4495844,749270,4495844,319266,430004,229367,250347,322105,119520
2015,48203,48,203,65212,13355,22227,3220,19007,,,65212,13355,65212,5604,7751,3096,2550,5717,1254
2015,48209,48,209,186603,27796,67346,4734,62612,42702,3708,186603,27796,186603,13359,14437,8510,10098,6019,3297
2015,48213,48,213,77996,10586,29103,3313,25790,,,77996,10586,77996,3544,7042,4558,4325,5191,2985
2015,48215,48,215,831453,261576,225692,68173,157519,184798,50731,831453,261576,831453,117432,144144,82574,52615,68583,28350
2015,48231,48,231,86625,14822,31970,5135,26835,21834,2768,86625,14822,86625,5472,9350,6672,5522,5232,2489
2015,48245,48,245,237940,38287,94743,14360,80383,61504,7497,237940,38287,237940,16436,21851,14540,12442,18766,4105
2015,48251,48,251,156964,16978,53992,5636,48356,42224,3167,156964,16978,156964,7856,9122,8658,8559,11859,3776
2015,48257,48,257,112603,17065,35802,4405,31397,26156,2950,112603,17065,112603,5651,11414,5512,4187,5261,2737
2015,48291,48,291,72722,9954,26383,4188,22195,,,72722,9954,72722,5194,4760,3066,5639,3321,3087
2015,48303,48,303,287629,59247,108485,13118,95367,66073,8742,287629,59247,287629,28150,31097,17298,12273,21852,5968
2015,48309,48,309,236845,48060,87308,9838,77470,59460,7849,236845,48060,236845,20884,27176,14129,13984,17961,8027
2015,48329,48,329,159363,10789,56280,4096,52184,39007,1606,159363,10789,159363,4243,6546,3522,5711,5472,1970
2015,48339,48,339,534000,54894,185869,10621,175248,137306,10874,534000,54894,534000,15729,39165,28407,15493,32722,14526
2015,48347,48,347,60106,15425,23493,3622,19871,14834,2919,60106,15425,60106,5701,9724,3928,3561,2857,559
2015,48355,48,355,352070,71302,130207,19969,110238,86625,13109,352070,71302,352070,29317,41985,18786,15056,21319,11272
2015,48361,48,361,82857,14230,32848,4286,28562,20695,2632,82857,14230,82857,7205,7025,3234,5797,3073,2229
2015,48367,48,367,124550,11271,42804,4172,38632,34419,2297,124550,11271,124550,3939,7332,3586,4560,4597,3124
2015,48375,48,375,114533,26088,43715,7446,36269,27238,5150,114533,26088,114533,8188,17900,10602,7973,7794,1853
2015,48381,48,381,128115,9691,48323,3391,44932,32614,2051,128115,9691,128115,2382,7309,4571,6348,7754,2765
2015,48397,48,397,90171,6285,30229,1206,29023,,,90171,6285,90171,1428,4857,1914,3980,2179,2620
2015,48409,48,409,66488,8568,22216,1895,20321,16356,1426,66488,8568,66488,2761,5807,3872,3630,6640,1732
2015,48423,48,423,217236,35524,78380,10745,67635,53257,5761,217236,35524,217236,17059,18465,12401,15404,15088,5125
2015,48439,48,439,1955259,257048,685443,83082,602361,478006,47058,1955259,257048,1955259,102454,154594,91920,96692,122374,53368
